0;2;0;0;7;0;0;0;0;4;0;0;9;0;0;0;2;0;9;0;0;6;0;3;1;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;9;0;0;0;1;5;0;4;0;0;0;0;1;0;0;4;0;0;7;0;0;9;2;0;0;3;5;0;128475936463918725957623184814539672796842513235761849372156498581394267649287351
2;0;0;0;0;0;0;0;8;0;0;0;0;8;0;0;9;0;0;0;0;6;9;0;2;1;5;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;9;0;0;1;0;0;0;0;0;6;0;3;0;0;7;9;8;0;0;5;0;2;1;6;0;0;7;0;0;6;0;3;2;0;0;0;1;293751648615482397478693215359216784726845139841937526134579862582164973967328451
0;0;0;5;0;0;0;0;0;0;6;0;0;0;0;9;0;7;0;3;7;4;0;0;0;8;0;0;0;0;0;0;7;0;4;8;0;0;0;0;0;8;6;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;5;2;0;0;0;3;8;0;0;0;9;0;0;0;0;0;0;6;0;0;5;0;9;928571364564823917137496285659237148713948652842165793496352871385719426271684539
0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;7;9;6;1;8;0;0;0;3;0;0;2;0;9;0;3;0;0;0;0;0;0;0;0;4;2;0;0;0;0;6;0;2;9;7;0;0;0;1;3;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;7;3;0;0;6;0;0;0;2;0;4;764592138235841796189763452497316825813425967652978341348257619921684573576139284
2;0;0;0;1;7;4;3;0;3;0;0;0;4;0;7;0;0;0;0;0;0;0;0;0;0;9;0;6;0;0;3;9;0;0;7;0;2;0;0;0;6;8;0;3;0;4;0;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;9;0;0;7;6;0;0;0;0;295617438386945721417328569568239147129476853743581296832194675674853912951762384
0;9;0;0;4;8;0;6;5;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;9;1;0;0;0;2;0;0;0;0;5;0;0;0;0;0;5;0;6;0;1;0;0;0;2;0;0;0;0;4;0;0;0;0;8;2;5;0;0;5;0;1;3;6;0;0;0;2;0;4;0;0;0;9;0;3;0;193748265625913478487625913812436759934857621756291384369182547571364892248579136
7;0;0;3;0;8;0;0;0;0;0;0;0;2;7;5;0;0;0;0;0;1;5;0;2;0;0;0;0;4;0;0;0;0;0;2;0;0;3;9;7;0;4;0;0;0;0;0;0;0;0;0;0;1;0;8;0;4;0;2;0;0;7;5;2;1;0;3;0;0;0;4;0;0;0;0;1;0;0;0;0;752348619139627548648159273914583762263971485875264931386492157521736894497815326
0;7;0;0;0;0;8;0;0;0;0;0;9;1;0;0;0;5;1;0;0;3;5;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;9;5;0;6;0;0;0;0;2;0;6;0;0;9;0;0;7;0;0;0;8;0;3;5;0;0;0;5;0;1;2;0;0;0;0;0;375462819486917325129358647832749156617523498954681732263894571798135264541276983
7;0;0;0;0;0;0;0;3;0;5;0;0;0;1;9;0;0;3;8;6;0;0;5;7;1;0;1;0;0;0;8;0;0;3;0;5;0;0;0;3;0;4;0;0;4;3;0;7;9;0;0;8;0;8;0;0;6;0;0;0;5;0;0;7;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;719268543254371968386945712197584236568132497432796185841627359673459821925813674
0;0;0;0;0;0;0;0;0;0;7;0;0;0;9;0;6;0;1;4;2;0;0;0;0;0;0;7;0;0;2;0;6;0;0;3;0;9;4;0;7;0;0;2;0;0;6;5;0;3;0;4;0;0;0;0;0;0;0;1;0;0;5;0;5;1;0;0;0;0;0;0;0;0;0;0;0;2;0;9;7;689523714573419268142687539718246953394175826265938471827391645951764382436852197
0;8;1;0;0;0;0;0;0;0;4;0;8;3;0;0;0;0;0;0;2;0;4;9;0;1;0;8;0;9;0;2;0;0;0;1;0;7;0;0;0;0;0;0;4;0;0;0;0;0;0;2;7;0;1;9;8;0;0;3;0;0;7;4;0;0;0;0;7;5;3;0;0;3;0;0;0;0;0;0;0;381672459945831726762549813859724361273165984614398275198253647426917538537486192
0;0;0;3;0;0;0;0;0;0;0;0;9;1;0;6;3;0;0;7;0;5;0;4;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;8;0;0;6;0;0;0;4;0;0;1;9;0;6;0;9;0;0;5;4;0;0;0;0;1;0;9;0;3;0;5;0;8;0;0;0;0;0;0;0;194326857258917634376584921415269783932178546867453192629735418741892365583641279
2;0;0;0;0;0;9;0;0;0;0;0;7;0;0;2;3;8;0;6;0;8;0;0;0;0;0;5;9;0;0;0;0;0;6;0;7;0;4;0;2;0;5;0;0;6;3;0;9;0;0;8;0;2;9;0;0;2;7;6;3;0;0;0;0;0;0;0;0;6;9;4;0;0;0;0;0;0;0;0;0;278351946159764238463892157592187463784623519631945872945276381327518694816439725
0;0;0;8;2;6;0;0;0;0;0;9;5;0;0;2;0;8;0;0;3;0;0;4;0;0;0;0;0;0;6;8;0;0;0;2;0;0;0;4;0;0;6;3;0;0;2;0;0;9;0;0;0;0;0;0;0;0;4;0;0;9;0;0;6;0;3;0;0;7;8;0;8;4;0;0;0;0;0;0;0;154826973679531248283974561395687412718452639426193857537248196962315784841769325
0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;7;0;8;4;0;7;2;0;0;0;0;0;0;0;0;0;2;0;0;3;9;7;4;0;1;0;0;0;0;2;0;5;8;9;0;0;0;8;1;0;0;9;0;0;0;0;0;3;0;0;0;4;0;5;0;5;0;9;0;1;0;3;0;8;975143826263958147184672593458736219397421685621589734816395472732864951549217368
0;3;0;0;0;5;0;0;6;8;0;4;0;7;0;2;0;5;0;2;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;8;0;0;0;0;4;0;0;0;0;0;5;8;0;0;6;0;3;0;4;0;0;0;0;0;0;0;1;0;0;6;0;8;3;0;0;0;0;0;0;0;2;0;0;0;0;137295846864371295925468173642537918319842567758916432483759621296183754571624389
2;0;0;0;7;0;0;0;9;0;0;8;6;5;0;0;7;1;0;0;0;0;3;0;0;6;8;8;9;0;7;0;0;0;0;0;0;0;6;2;0;1;0;8;0;0;0;5;0;9;0;0;0;0;1;0;0;9;0;0;0;0;0;9;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;261874539348659271579132468892765314736241985415398726157983642923416857684527193
0;0;6;0;0;0;0;5;0;8;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;6;0;0;0;1;0;0;3;0;0;4;0;0;0;9;5;0;0;9;0;0;4;0;0;1;6;0;8;9;0;0;0;4;9;5;0;4;2;0;8;0;3;0;0;0;0;0;0;0;0;0;316274958825319647749568321498653712632147589571982436163895274957421863284736195
0;0;6;0;0;9;7;0;0;0;8;0;0;0;0;0;4;5;0;0;0;6;0;0;0;0;2;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;8;0;7;0;0;1;2;0;0;0;6;0;0;0;0;0;0;0;4;7;0;0;6;0;6;0;8;0;1;0;4;0;0;426159738981723645753684912894231576137596284562847391249368157315472869678915423
7;9;1;2;8;0;0;0;0;0;0;0;0;3;0;8;0;0;0;0;0;0;6;0;0;7;9;0;0;0;0;0;0;0;0;0;0;5;9;0;1;0;0;0;0;1;6;0;7;0;5;0;0;0;8;1;0;6;0;0;0;2;0;0;0;3;0;0;0;0;0;0;5;0;0;0;0;0;3;0;7;791284536645937812382561479437829651259316784168745293814673925973452168526198347
0;0;0;5;4;1;0;0;0;0;0;4;0;0;0;0;0;0;0;9;5;0;0;6;0;0;0;0;0;0;3;8;0;0;6;0;0;8;0;0;6;0;0;4;0;0;0;0;0;0;9;1;0;2;0;0;1;0;0;0;2;5;3;0;0;6;4;3;5;0;0;9;0;0;0;0;0;0;0;0;0;328541796614973528795826431152384967987162345463759182841697253276435819539218674
0;0;9;0;0;3;0;0;0;3;0;0;8;7;9;5;0;0;0;0;0;0;0;0;7;3;0;0;3;0;6;0;0;0;5;0;0;0;0;0;0;8;0;6;0;4;0;1;0;0;0;0;0;0;5;0;7;4;0;0;0;8;0;0;0;0;1;0;5;0;0;0;0;4;8;0;0;0;0;0;0;759243816316879542284561739832614957975328461461957328527496183693185274148732695
7;0;0;0;0;6;1;0;5;0;8;0;0;0;0;6;0;2;0;9;1;0;0;0;0;0;0;0;0;0;3;9;0;0;0;0;0;3;0;0;0;0;0;0;1;0;2;7;0;1;8;0;0;0;0;1;0;2;0;0;0;0;0;2;0;0;1;0;5;0;0;8;0;0;6;0;3;0;0;0;0;742986135583471692691523784165394827834752961927618453318249576279165348456837219
0;0;0;4;7;0;0;1;8;0;0;0;0;2;3;7;5;0;0;0;0;9;8;0;0;0;0;0;0;0;3;0;0;0;0;0;8;4;0;0;0;0;0;0;1;0;1;0;0;9;0;0;0;4;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;8;0;0;0;0;4;0;9;236475918498123756157986243629314587845267391713598624372849165964751832581632479
0;0;8;0;0;0;0;0;6;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;7;0;6;0;9;0;1;0;2;0;4;0;0;0;0;0;0;0;0;8;0;0;4;0;0;7;5;0;9;2;6;0;0;0;0;8;0;0;0;0;0;0;0;5;0;6;0;4;9;0;8;0;0;0;428571396519463287367289514736895142945712863281346975192657438873124659654938721
0;0;9;0;6;0;1;7;0;0;1;0;0;0;8;0;3;2;0;0;0;0;0;7;0;8;4;3;0;0;0;9;0;0;0;0;6;2;0;8;0;0;0;4;0;0;8;0;0;0;0;3;1;0;4;6;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;849362175716458932253917684374195826621873549985246317462581793137629458598734261
6;0;0;0;2;1;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;2;0;0;5;0;6;0;0;0;0;0;1;0;0;1;0;5;0;7;2;0;4;2;0;8;0;0;0;0;0;1;8;0;0;0;3;0;0;6;2;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;657921348942738615318564279576342891831659724429817563184273956295486137763195482
